name,address,already_sent,business_status,category,has_website,last_review,lead_reasons,lead_score,maps_url,phone,phone_e164,phone_valid,rating,reviews,scraped_date,search_location,search_query,wa_message,website,whatsapp,whatsapp_jid,whatsapp_verified
DESPACHO CONTABLE-FISCAL," Miguel de cervantes saavedra n° 71 col Infonavit Chiveria, col chiveria, infonavit, 91714 Veracruz, Ver.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE-FISCAL/data=!4m7!3m6!1s0x85c345f35771dfcf:0x91ee2a94a8b1c3ef!8m2!3d19.1837745!4d-96.1661212!16s%2Fg%2F11h764p3y8!19sChIJz99xV_NFw4UR78OxqJQq7pE,229 120 8320,+522291208320,True,None,None,2026-06-11,Veracruz Mexico,despacho contable,"Hola DESPACHO CONTABLE-FISCAL 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/522291208320?text=Hola%20solicito%20%20informaci%C3%B3n%20de,,
Despacho del Río y Asociados S.C.," C. 2 de Abril 1357, poligono 1, Reforma, 91919 Veracruz, Ver.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+del+R%C3%ADo+y+Asociados+S.C./data=!4m7!3m6!1s0x85c3413782b7de7b:0xe735cae7fdcbb770!8m2!3d19.1705581!4d-96.1290453!16s%2Fg%2F1tq4rds7!19sChIJe963gjdBw4URcLfL_efKNec,229 100 2949,+522291002949,True,None,None,2026-06-11,Veracruz Mexico,despacho contable,Hola ¿Despacho del Río y Asociados? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/522291002949,,
Despacho Contable RFC Fiscal en Veracruz," Paseo del mar, 18/Depto 2, Puente moreno, Medellín de bravo, Lagos de Puente Moreno, 94274 de bravo, Ver.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+RFC+Fiscal+en+Veracruz/data=!4m7!3m6!1s0x85c3435edc18fe75:0x654923359e728095!8m2!3d19.1067146!4d-96.1565401!16s%2Fg%2F11rf9l6cl1!19sChIJdf4Y3F5Dw4URlYBynjUjSWU,229 236 9685,+522292369685,True,None,None,2026-06-11,Veracruz Mexico,despacho contable,"Qué tal Despacho Contable RFC Fiscal en Veracruz, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/522292369685,,
Despacho Jurídico González Uriarte," Calz. Gral. Mariano Escobedo 353A, Chapultepec Morales, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX",no,open,Legal services,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Gonz%C3%A1lez+Uriarte/data=!4m7!3m6!1s0x85d1f9b1d5cff407:0xad52ec73e2df971b!8m2!3d19.4363762!4d-99.1833529!16s%2Fg%2F11sc8bv8x9!19sChIJB_TP1bH50YURG5ff4nPsUq0,56 3714 2415,+525637142415,True,None,None,2026-06-11,Ciudad de Mexico,despacho juridico,"Hola Despacho Jurídico González Uriarte 👋 Soy Ricardo, software mexicano. ¿Pierden tiempo reconstruyendo expedientes de varios chats? Armamos algo para eso. ¿Le late?",,https://wa.me/525637142415,,
Despacho Jurídico IntegraLex Abogados," C. Nogal 94, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+IntegraLex+Abogados/data=!4m7!3m6!1s0x85d1f962678b046d:0x51d0739e7fcb750f!8m2!3d19.4470289!4d-99.1642932!16s%2Fg%2F11y0j80136!19sChIJbQSLZ2L50YURD3XLf55z0FE,55 6485 7602,+525564857602,True,None,None,2026-06-11,Ciudad de Mexico,despacho juridico,Hola ¿Despacho Jurídico IntegraLex Abogados? 👋 Los vi en Google Maps. ¿Tardan armando un expediente con docs regados en WhatsApp y correo? Hicimos algo que los junta por caso. ¿Le interesa?,,https://wa.me/525564857602,,
Bufete Juridico Vega Y Asociados," Av. Ejército Nacional Mexicano 505, Chapultepec Morales, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Bufete+Juridico+Vega+Y+Asociados/data=!4m7!3m6!1s0x85d20207688de41f:0x2086cf8d7914a429!8m2!3d19.4382017!4d-99.1906444!16s%2Fg%2F1tghdg_d!19sChIJH-SNaAcC0oURKaQUeY3PhiA,55 5203 3564,+525552033564,True,None,None,2026-06-11,Ciudad de Mexico,despacho juridico,"Qué tal Bufete Juridico Vega Y Asociados, los vi en Maps. ¿Se les traspapela un documento entre tantos chats de un asunto? Tenemos algo que lo ordena solo. ¿Le cuento rápido?",,https://wa.me/525552033564,,
Despacho Jurídico," Gauss 4, Chapultepec Morales, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico/data=!4m7!3m6!1s0x85d1f8ac232f85d9:0xda78109f093a8a28!8m2!3d19.4360141!4d-99.1828183!16s%2Fg%2F1tq6dv6w!19sChIJ2YUvI6z40YURKIo6CZ8QeNo,55 5255 0591,+525552550591,True,None,None,2026-06-11,Ciudad de Mexico,despacho juridico,"Hola Despacho Jurídico 👋 Soy Ricardo, software mexicano. ¿Pierden tiempo reconstruyendo expedientes de varios chats? Armamos algo para eso. ¿Le late?",,https://wa.me/525552550591,,
Despacho Jurídico," Jose Maria Arteaga 928, Centro, 64000 Monterrey, N.L.",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico/data=!4m7!3m6!1s0x866295820562e257:0x769356b05708a9e6!8m2!3d25.6820999!4d-100.3054093!16s%2Fg%2F11b6_fkjlh!19sChIJV-JiBYKVYoYR5qkIV7BWk3Y,81 8254 2393,+528182542393,True,None,None,2026-06-11,Monterrey Mexico,despacho juridico,Hola ¿Despacho Jurídico? 👋 Los vi en Google Maps. ¿Tardan armando un expediente con docs regados en WhatsApp y correo? Hicimos algo que los junta por caso. ¿Le interesa?,,https://wa.me/528182542393,,
DESPACHO JURÍDICO," C. Julián Villagrán 239, Centro, 64000 Monterrey, N.L.",no,open,Barrister,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+JUR%C3%8DDICO/data=!4m7!3m6!1s0x8662958bf782beef:0x3dec6b29f810153!8m2!3d25.6783793!4d-100.3226661!16s%2Fg%2F1pty27zp3!19sChIJ776C94uVYoYRUwGBn7LG3gM,81 8343 1535,+528183431535,True,None,None,2026-06-11,Monterrey Mexico,despacho juridico,"Qué tal DESPACHO JURÍDICO, los vi en Maps. ¿Se les traspapela un documento entre tantos chats de un asunto? Tenemos algo que lo ordena solo. ¿Le cuento rápido?",,https://wa.me/528183431535,,
Jurídico Monterrey," París 1128, El Refugio 1er Sector, 66430 San Nicolás de los Garza, N.L.",no,open,Legal services,False,,No website | No reviews,6,https://www.google.com/maps/place/Jur%C3%ADdico+Monterrey/data=!4m7!3m6!1s0x866294b171a6f7b1:0xd317410aba21b3bf!8m2!3d25.7572738!4d-100.2660074!16s%2Fg%2F11txzg0bzm!19sChIJsfemcbGUYoYRv7MhugpBF9M,81 2591 7114,+528125917114,True,None,None,2026-06-11,Monterrey Mexico,despacho juridico,"Hola Jurídico Monterrey 👋 Soy Ricardo, software mexicano. ¿Pierden tiempo reconstruyendo expedientes de varios chats? Armamos algo para eso. ¿Le late?",,https://wa.me/528125917114,,
Despacho Jurídico de la Universidad," Calle, Rodrigo Gómez y Penitenciaría S/N, Nueva Morelos, 64180 Monterrey, N.L.",no,open,Legal services,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+de+la+Universidad/data=!4m7!3m6!1s0x866295d30e8bc515:0xdede3b7ad0ea9199!8m2!3d25.724645!4d-100.343068!16s%2Fg%2F1tg_9xvj!19sChIJFcWLDtOVYoYRmZHq0Ho73t4,81 8311 8534,+528183118534,True,None,None,2026-06-11,Monterrey Mexico,despacho juridico,Hola ¿Despacho Jurídico de la Universidad? 👋 Los vi en Google Maps. ¿Tardan armando un expediente con docs regados en WhatsApp y correo? Hicimos algo que los junta por caso. ¿Le interesa?,,https://wa.me/528183118534,,
Abogados Puebla Asesoría Jurídica Gratuita," C. 7 Sur, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue.",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Abogados+Puebla+Asesor%C3%ADa+Jur%C3%ADdica+Gratuita/data=!4m7!3m6!1s0x85cfc172e05def1b:0xa298e96404930d5a!8m2!3d19.0455861!4d-98.2037086!16s%2Fg%2F11h26rrjg5!19sChIJG-9d4HLBz4URWg2TBGTpmKI,222 323 5863,+522223235863,True,None,None,2026-06-11,Puebla Mexico,despacho juridico,"Qué tal Abogados Puebla Asesoría Jurídica Gratuita, los vi en Maps. ¿Se les traspapela un documento entre tantos chats de un asunto? Tenemos algo que lo ordena solo. ¿Le cuento rápido?",,https://wa.me/522223235863,,
Reaza & Asociados Despacho Jurídico," Puebla 220, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Reaza+%26+Asociados+Despacho+Jur%C3%ADdico/data=!4m7!3m6!1s0x85d1ff00004f802b:0xeed76df1a877357d!8m2!3d19.4218134!4d-99.1659058!16s%2Fg%2F11y596j5rc!19sChIJK4BPAAD_0YURfTV3qPFt1-4,55 2078 2907,+525520782907,True,None,None,2026-06-11,Puebla Mexico,despacho juridico,"Hola Reaza & Asociados Despacho Jurídico 👋 Soy Ricardo, software mexicano. ¿Pierden tiempo reconstruyendo expedientes de varios chats? Armamos algo para eso. ¿Le late?",,https://wa.me/525520782907,,
"BUFETE JURÍDICO HERNÁNDEZ HERNÁNDEZ Y ASOCIADOS, S.C."," Av. 3 Poniente 2951, La Paz, 72160 Heroica Puebla de Zaragoza, Pue.",no,open,Paralegal services provider,False,,No website | No reviews,6,"https://www.google.com/maps/place/BUFETE+JUR%C3%8DDICO+HERN%C3%81NDEZ+HERN%C3%81NDEZ+Y+ASOCIADOS,+S.C./data=!4m7!3m6!1s0x85cfc6d4f82f94f5:0xfccddd46230debc4!8m2!3d19.0556905!4d-98.2240074!16s%2Fg%2F1pv2036t6!19sChIJ9ZQv-NTGz4URxOsNI0bdzfw",222 231 1955,+522222311955,True,None,None,2026-06-11,Puebla Mexico,despacho juridico,Hola ¿BUFETE JURÍDICO HERNÁNDEZ HERNÁNDEZ Y ASOCIADOS? 👋 Los vi en Google Maps. ¿Tardan armando un expediente con docs regados en WhatsApp y correo? Hicimos algo que los junta por caso. ¿Le interesa?,,https://wa.me/522222311955,,
