lead_score,lead_reasons,name,category,cat_fit,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,last_review,review_age_days,photos,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
4,Sitio web (formal) | Rating 4.5,Transportes Lozano de Monterrey S.A. de C.V.,Trucking company,True," Av. Regio Parque 137, Regio Parque Industrial, 66633 Cdad. Apodaca, N.L.",,,False,,False,open,,,,http://www.transporteslozano.com.mx/,True,4.5,,empresa de transporte de carga,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Transportes+Lozano+de+Monterrey+S.A.+de+C.V./data=!4m7!3m6!1s0x8662eb0a1889dbeb:0x15a8e756ca9b10ed!8m2!3d25.7469789!4d-100.2162773!16s%2Fg%2F1232jdqcd!19sChIJ69uJGArrYoYR7RCbylbnqBU
4,Sitio web (formal) | Rating 4.7,Servicios de Carga Transcar Querétaro,Trucking company,True," México 57 25, 76246 Parque del Cimatario, Qro.",33 1585 9988,+523315859988,True,https://wa.me/523315859988,False,open,,,,http://transcar.com.mx/,True,4.7,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Servicios+de+Carga+Transcar+Quer%C3%A9taro/data=!4m7!3m6!1s0x85d3431fea021b75:0xfabe295f6ceaca5d!8m2!3d20.5689586!4d-100.3052374!16s%2Fg%2F11cs0p_rr7!19sChIJdRsC6h9D04URXcrqbF8pvvo
4,Sitio web (formal) | Rating 4.7,MARTÍNEZ TRANSPORTES,Trucking company,True," El Marques, 76246 Santiago de Querétaro, Querétaro",442 748 1725,+524427481725,True,https://wa.me/524427481725,False,open,,,,http://www.transportesmtz.com.mx/,True,4.7,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/MART%C3%8DNEZ+TRANSPORTES/data=!4m7!3m6!1s0x85d343754ea9392f:0xf93ec7e47a41a64d!8m2!3d20.5695499!4d-100.2604904!16s%2Fg%2F11gyyvdgc4!19sChIJLzmpTnVD04URTaZBeuTHPvk
4,Sitio web (formal) | Rating 4.5,TRANSPORTES MOYA,Freight forwarding service,True," C. Peña de Bernal #807, Las Americas, 76121 Santiago de Querétaro, Qro.",442 182 2312,+524421822312,True,https://wa.me/524421822312,False,open,,,,http://fletesmoya.com/,True,4.5,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/TRANSPORTES+MOYA/data=!4m7!3m6!1s0x85d35a89685cabb9:0x9d2be1cbc6342a5!8m2!3d20.6299986!4d-100.4232278!16s%2Fg%2F11c6vwcb7w!19sChIJuatcaIla04URpUJjvBy-0gk
4,Sitio web (formal) | Rating 4.6,Autotanques Nieto S. A. de C. V.,Trucking company,True," Av. 5 de Febrero No. 1724, 5 de Febrero, 76130 Santiago de Querétaro, Qro.",81 8360 0407,+528183600407,True,https://wa.me/528183600407,False,open,,,,http://www.autotanquesnieto.com/,True,4.6,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Autotanques+Nieto+S.+A.+de+C.+V./data=!4m7!3m6!1s0x85d35a62a26aaaab:0x37c536628ff1526a!8m2!3d20.636734!4d-100.4279005!16s%2Fg%2F11j8lnlp_3!19sChIJq6pqomJa04URalLxj2I2xTc
4,Sitio web (formal) | Rating 4.8,Thermo Logist,Refrigerated transport service,True," Carretera a Los Cues Km. 1.750. Col. El colorado, 76246 Santiago de Querétaro, Qro.",446 139 4404,+524461394404,True,https://wa.me/524461394404,False,open,,,,http://www.thermologistica.com.mx/,True,4.8,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Thermo+Logist/data=!4m7!3m6!1s0x85d3429b4988d549:0xd3244f341bfeb369!8m2!3d20.5616233!4d-100.266932!16s%2Fg%2F11dxkdgd5y!19sChIJSdWISZtC04URabP-GzRPJNM
4,Sitio web (formal) | Rating 5.0,Jurídico HVE - Abogados Bancarios en CDMX,Lawyer,True," Leibnitz 11, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX",55 7894 5943,+525578945943,True,https://wa.me/525578945943,False,open,,,,https://www.hvelegal.com/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Jur%C3%ADdico+HVE+-+Abogados+Bancarios+en+CDMX/data=!4m7!3m6!1s0x85d1f9b928d180d7:0x2ae6f8300092f95f!8m2!3d19.426398!4d-99.177122!16s%2Fg%2F11lmj46182!19sChIJ14DRKLn50YURX_mSADD45io
4,Sitio web (formal) | Rating 4.8,FIGUEROA Y ASOCIADOS | Abogados Corporativo e Inmobiliario,Lawyer,True," Pafnuncio Padilla 26-Piso 3, Cd. Satélite, 53100 Naucalpan de Juárez, Méx.",55 6784 1977,+525567841977,True,https://wa.me/525567841977,False,open,,,,https://figueroayasociados.com/,True,4.8,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/FIGUEROA+Y+ASOCIADOS+%7C+Abogados+Corporativo+e+Inmobiliario/data=!4m7!3m6!1s0x85d203e403988155:0xb7d035e9f736d155!8m2!3d19.512796!4d-99.231925!16s%2Fg%2F11n4y1vl9c!19sChIJVYGYA-QD0oURVdE29-k10Lc
4,Sitio web (formal) | Rating 5.0,Legal for Everyone - Despacho Abogados,Legal services,True," Torre II, C. Lago Zurich 219-Piso 12, Granada, Miguel Hidalgo, 11529 Ciudad de México, CDMX",55 8406 0999,+525584060999,True,https://wa.me/525584060999,False,open,,,,https://l4e.mx/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Legal+for+Everyone+-+Despacho+Abogados/data=!4m7!3m6!1s0x85d203b9227f6ce1:0x56c5681381e3b96!8m2!3d19.4434105!4d-99.2042709!16s%2Fg%2F11yynf9tw8!19sChIJ4Wx_IrkD0oURljseOIFWbAU
4,Sitio web (formal) | Rating 4.9,Bufete de Abogados Estrategias Jurídicas,Lawyer,True," Real de Romita 7, La Romita, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 7597 6004,+525575976004,True,https://wa.me/525575976004,False,open,,,,https://www.bufetedeabogadosej.com.mx/,True,4.9,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Bufete+de+Abogados+Estrategias+Jur%C3%ADdicas/data=!4m7!3m6!1s0x85d1ff288b095b9d:0x6e340bf054a2b0fd!8m2!3d19.4236231!4d-99.1542405!16s%2Fg%2F11flc0rh4x!19sChIJnVsJiyj_0YUR_bCiVPALNG4
4,Sitio web (formal) | Rating 4.8,Bufete Jurídico Gutiérrez & Servin,Lawyer,True," Totonacas 33, Tezozomoc, Azcapotzalco, 02459 Ciudad de México, CDMX",56 3126 2750,+525631262750,True,https://wa.me/525631262750,False,open,,,,http://bufetegs.com/,True,4.8,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Bufete+Jur%C3%ADdico+Guti%C3%A9rrez+%26+Servin/data=!4m7!3m6!1s0x85d203bf6a5a74c7:0x646f408ccba6372c!8m2!3d19.4906927!4d-99.1977838!16s%2Fg%2F11rgd957b6!19sChIJx3Raar8D0oURLDemy4xAb2Q
4,Sitio web (formal) | Rating 4.5,Pérez-Llorca,Legal services,True," C. Montes Urales 632, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX",55 5202 7622,+525552027622,True,https://wa.me/525552027622,False,open,,,,https://www.perezllorca.com/es-mx/,True,4.5,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/P%C3%A9rez-Llorca/data=!4m7!3m6!1s0x85d21ce7601f431d:0xb6466dd267431d1a!8m2!3d19.4262992!4d-99.2040909!16s%2Fg%2F1tf0qzf3!19sChIJHUMfYOcc0oURGh1DZ9JtRrY
4,Sitio web (formal) | Rating 4.9,JUÀREZ & ABOGADOS,Legal services,True," C. Heliópolis 77, Claveria, Azcapotzalco, 02800 Ciudad de México, CDMX",55 6382 5557,+525563825557,True,https://wa.me/525563825557,False,open,,,,https://www.facebook.com/JUAREZABOGADOSLA/,True,4.9,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/JU%C3%80REZ+%26+ABOGADOS/data=!4m7!3m6!1s0x85d1f9bb6d210537:0x2eabb0193f085167!8m2!3d19.4690158!4d-99.1844758!16s%2Fg%2F11qsnbjzcd!19sChIJNwUhbbv50YURZ1EIPxmwqy4
4,Sitio web (formal) | Rating 4.6,"Galicia Abogados, S.C.",Legal services,True," Campos Elíseos 204-Piso 27, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX",55 5540 9200,+525555409200,True,https://wa.me/525555409200,False,open,,,,http://www.galicia.com.mx/,True,4.6,,despacho juridico,Ciudad de Mexico,2026-06-15,"https://www.google.com/maps/place/Galicia+Abogados,+S.C./data=!4m7!3m6!1s0x85d201f63714c683:0x230609493150e69a!8m2!3d19.427554!4d-99.1927585!16s%2Fg%2F1pzq4rwmb!19sChIJg8YUN_YB0oURmuZQMUkJBiM"
4,Sitio web (formal) | Rating 4.8,Consultores & Estrategas Jurídicos,Lawyer,True," Ignacio L. Vallarta 1-piso 4 despacho 6, Tabacalera, Cuauhtémoc, 06030 Ciudad de México, CDMX",55 8342 8098,+525583428098,True,https://wa.me/525583428098,False,open,,,,https://www.abogadoscej.com/asesorialegal,True,4.8,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Consultores+%26+Estrategas+Jur%C3%ADdicos/data=!4m7!3m6!1s0x85d1f8cefa6e4a49:0x55655549d7953d7!8m2!3d19.4354424!4d-99.1558287!16s%2Fg%2F11clgt_g47!19sChIJSUpu-s740YUR11N5nVRVVgU
4,Sitio web (formal) | Rating 4.7,"Free Counseling lawyers, Lic. Victor Carrillo Estrada",Lawyer,True," Ario 5, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX",55 1798 4108,+525517984108,True,https://wa.me/525517984108,False,open,,,,http://www.solucionesjuridicas.com.mx/,True,4.7,,despacho juridico,Ciudad de Mexico,2026-06-15,"https://www.google.com/maps/place/Free+Counseling+lawyers,+Lic.+Victor+Carrillo+Estrada/data=!4m7!3m6!1s0x85d1ff15ce294183:0x554e231b56d3de4f!8m2!3d19.406757!4d-99.1629553!16s%2Fg%2F1td7nnx3!19sChIJg0EpzhX_0YURT97TVhsjTlU"
4,Sitio web (formal) | Rating 5.0,Rodríguez & Asociados Despacho Jurídico,Legal services,True," Río Niagara 47, Cuauhtémoc, 06500 Ciudad de México, CDMX",55 1594 4815,+525515944815,True,https://wa.me/525515944815,False,open,,,,https://roasab.webnode.mx/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Rodr%C3%ADguez+%26+Asociados+Despacho+Jur%C3%ADdico/data=!4m7!3m6!1s0x85d1fff29a4ab86b:0xeea0dbc131af64a9!8m2!3d19.4286185!4d-99.1711514!16s%2Fg%2F11qbdtvglk!19sChIJa7hKmvL_0YURqWSvMcHboO4
4,Sitio web (formal) | Rating 5.0,ALTAMIRANO JIMENEZ Y MOTA,Law firm,True," Av. Homero 1425, Polanco, Polanco V Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX",55 5395 4444,+525553954444,True,https://wa.me/525553954444,False,open,,,,http://ajm.com.mx/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/ALTAMIRANO+JIMENEZ+Y+MOTA/data=!4m7!3m6!1s0x85d2021b84bfffff:0xceb298562841a651!8m2!3d19.4363642!4d-99.2041835!16s%2Fg%2F11gmcj46hd!19sChIJ__-_hBsC0oURUaZBKFaYss4
4,Sitio web (formal) | Rating 4.9,Soporte jurídico en derecho Laboral,Legal services,True," Av Juárez 570-106-despacho 106, Zona Centro, 44100 Guadalajara, Jal.",33 1025 5492,+523310255492,True,https://wa.me/523310255492,False,open,,,,https://sites.google.com/view/soportejuridicoderecholaboral,True,4.9,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Soporte+jur%C3%ADdico+en+derecho+Laboral/data=!4m7!3m6!1s0x8428b195dab0e8fd:0x5f64f3873c176292!8m2!3d20.6751376!4d-103.3517007!16s%2Fg%2F11gtbm3y9q!19sChIJ_eiw2pWxKIQRkmIXPIfzZF8
4,Sitio web (formal) | Rating 4.8,DESPACHO JV-LEX,Barrister,True," C. Mil Cumbres 155-A, Independencia, 44290 Guadalajara, Jal.",33 3723 5868,+523337235868,True,https://wa.me/523337235868,False,open,,,,http://www.despachojvlex.com/,True,4.8,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/DESPACHO+JV-LEX/data=!4m7!3m6!1s0x8428b103356581e1:0x74ec8929f4850e9a!8m2!3d20.6936222!4d-103.3355085!16s%2Fg%2F11r47mhhg9!19sChIJ4YFlNQOxKIQRmg6F9CmJ7HQ
4,Sitio web (formal) | Rating 4.8,LEGAL KEY Despacho Migratorio,Lawyer,True," Calle Napoles 2688, Providencia, 44648 Guadalajara, Jal.",33 9688 9848,+523396889848,True,https://wa.me/523396889848,False,open,,,,https://legalkey.com.mx/,True,4.8,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/LEGAL+KEY+Despacho+Migratorio/data=!4m7!3m6!1s0x8428ae40a99eaaab:0x81c3b9a274caad87!8m2!3d20.6917322!4d-103.381951!16s%2Fg%2F11g22_2g0s!19sChIJq6qeqUCuKIQRh63KdKK5w4E
4,Sitio web (formal) | Rating 5.0,AJA ASESORES JURIDICOS & ASOCIADOS DESPACHO,Employment attorney,True," Av. Normalistas 248-interior 1, Colinas de La Normal, 44270 Guadalajara, Jal.",33 3789 5895,+523337895895,True,https://wa.me/523337895895,False,open,,,,https://www.facebook.com/profile.php?id=100092476071324,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/AJA+ASESORES+JURIDICOS+%26+ASOCIADOS+DESPACHO/data=!4m7!3m6!1s0xad1bbc868a4805d3:0x93abe95bad4837ec!8m2!3d20.6959986!4d-103.3379898!16s%2Fg%2F11xnw1qf7m!19sChIJ0wVIioa8G60R7DdIrVvpq5M
4,Sitio web (formal) | Rating 4.5,SAIS & ASOCIADOS,Legal services,True," Calle Napoles 2688, Providencia, 44648 Guadalajara, Jal.",33 2306 0260,+523323060260,True,https://wa.me/523323060260,False,open,,,,https://saisyasociados.com/,True,4.5,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/SAIS+%26+ASOCIADOS/data=!4m7!3m6!1s0x8428ae3f32fb19cb:0x11ba60006e43149d!8m2!3d20.6917182!4d-103.3819474!16s%2Fg%2F1pwfcs18k!19sChIJyxn7Mj-uKIQRnRRDbgBguhE
4,Sitio web (formal) | Rating 4.8,Diaz|Briseño. Abogados,Employment attorney,True," C. Francia No. 1391, Moderna, 44190 Guadalajara, Jal.",33 1356 5710,+523313565710,True,https://wa.me/523313565710,False,open,,,,https://www.facebook.com/DiazBriseno.Abogados/,True,4.8,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Diaz%7CBrise%C3%B1o.+Abogados/data=!4m7!3m6!1s0x8428b200793d78b9:0xd147cfb4bfcba2e0!8m2!3d20.6623687!4d-103.3584922!16s%2Fg%2F11f4bn6v18!19sChIJuXg9eQCyKIQR4KLLv7TPR9E
4,Sitio web (formal) | Rating 5.0,Despacho Legal Guareño Martínez y Asociados,Patent attorney,True," C. Amado Aguirre 487-Planta alta, Jardines Alcalde, 44298 Guadalajara, Jal.",33 3817 0348,+523338170348,True,https://wa.me/523338170348,False,open,,,,http://www.guarenomartinezyasociados.com/,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Despacho+Legal+Guare%C3%B1o+Mart%C3%ADnez+y+Asociados/data=!4m7!3m6!1s0x8428b133517d2b49:0xe2413a7e096ebffe!8m2!3d20.7039397!4d-103.337172!16s%2Fg%2F11fkgtz4mw!19sChIJSSt9UTOxKIQR_r9uCX46QeI
4,Sitio web (formal) | Rating 5.0,Despacho Jurídico Asociados GDL,Legal services,True," Av. de los Arcos 80, Vallarta, 44130 Guadalajara, Jal.",33 1755 8869,+523317558869,True,https://wa.me/523317558869,False,open,,,,https://despacho-juridico-asiciados-gdl-1.ueniweb.com/?utm_campaign=gmb,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Asociados+GDL/data=!4m7!3m6!1s0x8428af536d208381:0x84c6f3a1802b81b7!8m2!3d20.6740596!4d-103.3849164!16s%2Fg%2F11j5zrsl9y!19sChIJgYMgbVOvKIQRt4ErgKHzxoQ
4,Sitio web (formal) | Rating 5.0,DESPACHO DE ABOGADOS,Lawyer,True," Av. México 3370-7C/10C, Monraz, 44670 Guadalajara, Jal.",33 3119 3885,+523331193885,True,https://wa.me/523331193885,False,open,,,,http://www.abogadosenguadalajara.com/,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/DESPACHO+DE+ABOGADOS/data=!4m7!3m6!1s0x8428ae61811eb673:0x11dd9c2727add80f!8m2!3d20.6791179!4d-103.402309!16s%2Fg%2F11d_7tnr9r!19sChIJc7YegWGuKIQRD9itJyec3RE
4,Sitio web (formal) | Rating 4.9,Navarro & López Abogados | Abogados en Monterrey.,Lawyer,True," Calle Dr Julián Villarreal 534, Centro, 64000 Monterrey, N.L.",81 2152 6148,+528121526148,True,https://wa.me/528121526148,False,open,,,,http://www.abogadosenmonterrey.com.mx/,True,4.9,,despacho juridico,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Navarro+%26+L%C3%B3pez+Abogados+%7C+Abogados+en+Monterrey./data=!4m7!3m6!1s0x8662957e611ce565:0x443c437634610bf4!8m2!3d25.6787607!4d-100.3006621!16s%2Fg%2F11dyxcvfk0!19sChIJZeUcYX6VYoYR9AthNHZDPEQ
4,Sitio web (formal) | Rating 4.8,Abogados en Monterrey | ULISES TREVIÑO,Lawyer,True," Juan de La Barrera 302, Obrera, 64010 Monterrey, N.L.",81 1907 8844,+528119078844,True,https://wa.me/528119078844,False,open,,,,https://abogadosmonterrey.com.mx/,True,4.8,,despacho juridico,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Abogados+en+Monterrey+%7C+ULISES+TREVI%C3%91O/data=!4m7!3m6!1s0x8662bd1b8bcca461:0xb72367b3e16299fe!8m2!3d25.6765654!4d-100.2928844!16s%2Fg%2F11gl0qqn03!19sChIJYaTMixu9YoYR_pli4bNnI7c
4,Sitio web (formal) | Rating 4.6,Labor lawyers MTY,Lawyer,True," Francisco Murgía 1629, Madero, 64560 Monterrey, N.L.",81 1778 1890,+528117781890,True,https://wa.me/528117781890,False,open,,,,http://abogadoslaboralesmty.com/,True,4.6,,despacho juridico,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Labor+lawyers+MTY/data=!4m7!3m6!1s0x8662955b6cc0674d:0xcb7274cc5c90888c!8m2!3d25.6875675!4d-100.2755536!16s%2Fg%2F11bbwqyv33!19sChIJTWfAbFuVYoYRjIiQXMx0css
4,Sitio web (formal) | Rating 5.0,Oficina Despacho Jurídico Olivares,Paralegal services provider,True," Josefa Zozaya 153, Roma, 64700 Monterrey, N.L.",81 1324 0321,+528113240321,True,https://wa.me/528113240321,False,open,,,,http://www.despachojuridicoeot.com.mx/,True,5.0,,despacho juridico,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Oficina+Despacho+Jur%C3%ADdico+Olivares/data=!4m7!3m6!1s0x8662bfb5f384d793:0x8c4aefbf6ec07ed2!8m2!3d25.6522597!4d-100.3005558!16s%2Fg%2F11hczyym27!19sChIJk9eE87W_YoYR0n7Abr_vSow
4,Sitio web (formal) | Rating 5.0,GUERRERO & ABOGADOS,Legal services,True," C. Manuel Doblado 232 Norte, Centro, 64000 Monterrey, N.L.",81 1052 3146,+528110523146,True,https://wa.me/528110523146,False,open,,,,http://guerreroyabogados.net/,True,5.0,,despacho juridico,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/GUERRERO+%26+ABOGADOS/data=!4m7!3m6!1s0x8662bfd507c70001:0x9781c571af9aeab!8m2!3d25.6766138!4d-100.3056384!16s%2Fg%2F11j2g1twpt!19sChIJAQDHB9W_YoYRq675GlcceAk
4,Sitio web (formal) | Rating 4.7,Garza Ríos Eleuterio,Barrister,True," Ramón Corona 608, Centro, 64000 Monterrey, N.L.",81 8372 2227,+528183722227,True,https://wa.me/528183722227,False,open,,,,http://www.garzariosyasociados.com/,True,4.7,,despacho juridico,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Garza+R%C3%ADos+Eleuterio/data=!4m7!3m6!1s0x8662958cd3958557:0x493bfee9aab0102e!8m2!3d25.6823664!4d-100.3271054!16s%2Fg%2F1tmxrfwh!19sChIJV4WV04yVYoYRLhCwqun-O0k
4,Sitio web (formal) | Rating 5.0,Jasso Oliveros y asociados despacho jurídico,Legal services,True," Dr. José Ma. Coss 215, Centro, 64000 Monterrey, N.L.",,,False,,False,open,,,,https://assooliverosdespachojuridico.my.canva.site/,True,5.0,,despacho juridico,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Jasso+Oliveros+y+asociados+despacho+jur%C3%ADdico/data=!4m7!3m6!1s0xa4c735c8ea6913cd:0x1539eaad3bb83d40!8m2!3d25.6744761!4d-100.307275!16s%2Fg%2F11yxy3b20_!19sChIJzRNp6sg1x6QRQD24O63qORU
4,Sitio web (formal) | Rating 4.9,Abogados en Puebla Jurídico Martínez,Lawyer,True," Atlixcáyotl 1899-Oficina 101, Reserva Territorial Atlixcáyotl, Corredor Comercial Desarrollo Atlixcayotl, 72453 Heroica Puebla de Zaragoza, Pue.",222 403 0702,+522224030702,True,https://wa.me/522224030702,False,open,,,,https://juridicomartinez.com/,True,4.9,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Abogados+en+Puebla+Jur%C3%ADdico+Mart%C3%ADnez/data=!4m7!3m6!1s0x85cfc74125cc0001:0x509dd9f178d9d110!8m2!3d19.0244642!4d-98.2385382!16s%2Fg%2F11rqs0hdhl!19sChIJAQDMJUHHz4URENHZePHZnVA
4,Sitio web (formal) | Rating 4.7,Corporativo Jurídico Martínez Clerke,Lawyer,True," Av. 3 Poniente, San Martín Texmelucan 2 (Esq, La Paz, 72160 Heroica Puebla de Zaragoza, Pue.",222 248 1608,+522222481608,True,https://wa.me/522222481608,False,open,,,,http://martinezclerke.com/,True,4.7,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Corporativo+Jur%C3%ADdico+Mart%C3%ADnez+Clerke/data=!4m7!3m6!1s0x85cfc6d1250aa131:0xb2aacd7d591bd7d1!8m2!3d19.0586273!4d-98.2288578!16s%2Fg%2F1tz769ll!19sChIJMaEKJdHGz4UR0dcbWX3NqrI
4,Sitio web (formal) | Rating 5.0,ABOGADOS EN PUEBLA BUFETE MOLINA,Legal services,True," EDIFICIO ELEMENTA, Blvd. América #308, Lomas de Angelópolis, 72828 San Bernardino Tlaxcalancingo, Pue.",222 431 8779,+522224318779,True,https://wa.me/522224318779,False,open,,,,http://www.bufetemolina.com.mx/,True,5.0,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/ABOGADOS+EN+PUEBLA+BUFETE+MOLINA/data=!4m7!3m6!1s0x85cfb9db55695569:0xd2684ac36922719d!8m2!3d18.9977579!4d-98.279585!16s%2Fg%2F11qghdhqw9!19sChIJaVVpVdu5z4URnXEiacNKaNI
4,Sitio web (formal) | Rating 5.0,"Despacho de Asesoría y Servicios Jurídicos ""DESAJ""",Legal services,True," Av 15 Pte 929-interior 12, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue.",222 733 3263,+522227333263,True,https://wa.me/522227333263,False,open,,,,https://despachodesaj.wixsite.com/info,True,5.0,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Despacho+de+Asesor%C3%ADa+y+Servicios+Jur%C3%ADdicos+%22DESAJ%22/data=!4m7!3m6!1s0x85cfc163869baf19:0x982e14e007cbd10!8m2!3d19.0427398!4d-98.2090311!16s%2Fg%2F11k4zzdv6s!19sChIJGa-bhmPBz4UREL18AE7hggk
4,Sitio web (formal) | Rating 4.8,Corporativo Jurídico Valentín González y Asociados,Barrister,True," Cam. al Batán 54-interior 3, Lomas de San Alfonso, 72575 Heroica Puebla de Zaragoza, Pue.",222 216 3249,+522222163249,True,https://wa.me/522222163249,False,open,,,,https://www.instagram.com/abogandres_1226?igsh=dHVoa2d2cnVwOGdo&utm_source=qr,True,4.8,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Corporativo+Jur%C3%ADdico+Valent%C3%ADn+Gonz%C3%A1lez+y+Asociados/data=!4m7!3m6!1s0x85cfbf7f020b4b0f:0xbf92dab85e02acb4!8m2!3d19.003471!4d-98.1801856!16s%2Fg%2F11c3mtcb2k!19sChIJD0sLAn-_z4URtKwCXrjakr8
4,Sitio web (formal) | Rating 4.9,Despacho Jurídico Islas y Asociados,Law firm,True," Av. 3 Poniente 903, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue.",221 520 0420,+522215200420,True,https://wa.me/522215200420,False,open,,,,https://despacho-juridico-paco-islas.webnode.mx/,True,4.9,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Islas+y+Asociados/data=!4m7!3m6!1s0x85cfc17888f9c7f9:0x4010c036e7dcb5da!8m2!3d19.0468053!4d-98.2053622!16s%2Fg%2F11y5bm096b!19sChIJ-cf5iHjBz4UR2rXc5zbAEEA
4,Sitio web (formal) | Rating 5.0,LEX ET JURE DESPACHO JURIDICO,Paralegal services provider,True," Calz Zavaleta 4906, Sta Cruz Buenavista, 72154 Heroica Puebla de Zaragoza, Pue.",222 169 5367,+522221695367,True,https://wa.me/522221695367,False,open,,,,http://www.despachojuridicopuebla.com/,True,5.0,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/LEX+ET+JURE+DESPACHO+JURIDICO/data=!4m7!3m6!1s0x85cfc71bedda9a8b:0xe2da5ee0e8b5e796!8m2!3d19.0441687!4d-98.2494895!16s%2Fg%2F1tjcpsm4!19sChIJi5ra7RvHz4URlue16OBe2uI
4,Sitio web (formal) | Rating 4.9,Abogados ALPS Protectora Jurídica Puebla,Barrister,True," C. 13 C Sur 7902, San José Mayorazgo, 72450 Heroica Puebla de Zaragoza, Pue.",222 219 7287,+522222197287,True,https://wa.me/522222197287,False,open,,,,http://www.alpsprotectorajuridica.com/,True,4.9,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Abogados+ALPS+Protectora+Jur%C3%ADdica+Puebla/data=!4m7!3m6!1s0x85cfc0b504aea41d:0xdd0219a0372daa50!8m2!3d19.0080837!4d-98.233076!16s%2Fg%2F1tfmnqwn!19sChIJHaSuBLXAz4URUKotN6AZAt0
4,Sitio web (formal) | Rating 4.6,Abogados en Puebla Soriano & Asociados,Lawyer,True," CALLE REFORMA 304, CENTRO, 72000 Heroica Puebla de Zaragoza, Pue.",222 456 1578,+522224561578,True,https://wa.me/522224561578,False,open,,,,http://abogadosenpuebla.com.mx/,True,4.6,,despacho juridico,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Abogados+en+Puebla+Soriano+%26+Asociados/data=!4m7!3m6!1s0x85cfc1a6e2967791:0xf98eb28295308f3!8m2!3d19.0455253!4d-98.2002177!16s%2Fg%2F11lv47p035!19sChIJkXeW4qbBz4UR8whTKSjrmA8
