lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,last_review,review_age_days,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
4,Sitio web (formal) | Rating 4.5,TYMPSA Logistics - Sucursal Monterrey,Trucking company," Avenue Parque Industrial Multitech 105, Colonia Parque Industrial Milenium, 66350 Cdad. Santa Catarina, N.L.",722 215 6082,+527222156082,True,https://wa.me/527222156082,False,open,,,http://www.tympsa.mx/,True,4.5,,empresa de transporte de carga,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/TYMPSA+Logistics+-+Sucursal+Monterrey/data=!4m7!3m6!1s0x8662999be260b809:0xbbe20cf5b93db867!8m2!3d25.7043157!4d-100.488374!16s%2Fg%2F11rcs7jqmy!19sChIJCbhg4puZYoYRZ7g9ufUM4rs
4,Sitio web (formal) | Rating 4.5,Mor transport,Trucking company," Carretera Nuevo Laredo - Monterrey sn-L, CP, 65780 General Zuazua, N.L.",81 8625 1155,+528186251155,True,https://wa.me/528186251155,False,open,,,http://www.tmor.mx/,True,4.5,,empresa de transporte de carga,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Mor+transport/data=!4m7!3m6!1s0x8662f25bc4ec6d53:0x1afb669a63a96ec8!8m2!3d25.9010885!4d-100.2083728!16s%2Fg%2F1wd3wgvm!19sChIJU23sxFvyYoYRyG6pY5pm-xo
4,Sitio web (formal) | Rating 4.6,"Central and Consolidated Freight, S.A. De C.V.",Trucking company," Linea de gas, Av. Nogalar Sur, 66484 San Nicolás de los Garza, N.L.",81 8353 6000,+528183536000,True,https://wa.me/528183536000,False,open,,,http://www.cfyc.com.mx/,True,4.6,,empresa de transporte de carga,Monterrey Mexico,2026-06-15,"https://www.google.com/maps/place/Central+and+Consolidated+Freight,+S.A.+De+C.V./data=!4m7!3m6!1s0x8662953b21abe913:0xaddffd87c48d2a17!8m2!3d25.7106947!4d-100.2747892!16s%2Fg%2F1tm1qx4x!19sChIJE-mrITuVYoYRFyqNxIf9360"
4,Sitio web (formal) | Rating 4.5,Transportes Lozano de Monterrey S.A. de C.V.,Trucking company," Av. Regio Parque 137, Regio Parque Industrial, 66633 Cdad. Apodaca, N.L.",,,False,,False,open,,,http://www.transporteslozano.com.mx/,True,4.5,,empresa de transporte de carga,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Transportes+Lozano+de+Monterrey+S.A.+de+C.V./data=!4m7!3m6!1s0x8662eb0a1889dbeb:0x15a8e756ca9b10ed!8m2!3d25.7469789!4d-100.2162773!16s%2Fg%2F1232jdqcd!19sChIJ69uJGArrYoYR7RCbylbnqBU
4,Sitio web (formal) | Rating 4.7,Servicios de Carga Transcar Querétaro,Trucking company," México 57 25, 76246 Parque del Cimatario, Qro.",33 1585 9988,+523315859988,True,https://wa.me/523315859988,False,open,,,http://transcar.com.mx/,True,4.7,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Servicios+de+Carga+Transcar+Quer%C3%A9taro/data=!4m7!3m6!1s0x85d3431fea021b75:0xfabe295f6ceaca5d!8m2!3d20.5689586!4d-100.3052374!16s%2Fg%2F11cs0p_rr7!19sChIJdRsC6h9D04URXcrqbF8pvvo
4,Sitio web (formal) | Rating 4.7,MARTÍNEZ TRANSPORTES,Trucking company," El Marques, 76246 Santiago de Querétaro, Querétaro",442 748 1725,+524427481725,True,https://wa.me/524427481725,False,open,,,http://www.transportesmtz.com.mx/,True,4.7,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/MART%C3%8DNEZ+TRANSPORTES/data=!4m7!3m6!1s0x85d343754ea9392f:0xf93ec7e47a41a64d!8m2!3d20.5695499!4d-100.2604904!16s%2Fg%2F11gyyvdgc4!19sChIJLzmpTnVD04URTaZBeuTHPvk
4,Sitio web (formal) | Rating 4.5,TRANSPORTES MOYA,Freight forwarding service," C. Peña de Bernal #807, Las Americas, 76121 Santiago de Querétaro, Qro.",442 182 2312,+524421822312,True,https://wa.me/524421822312,False,open,,,http://fletesmoya.com/,True,4.5,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/TRANSPORTES+MOYA/data=!4m7!3m6!1s0x85d35a89685cabb9:0x9d2be1cbc6342a5!8m2!3d20.6299986!4d-100.4232278!16s%2Fg%2F11c6vwcb7w!19sChIJuatcaIla04URpUJjvBy-0gk
4,Sitio web (formal) | Rating 4.6,Autotanques Nieto S. A. de C. V.,Trucking company," Av. 5 de Febrero No. 1724, 5 de Febrero, 76130 Santiago de Querétaro, Qro.",81 8360 0407,+528183600407,True,https://wa.me/528183600407,False,open,,,http://www.autotanquesnieto.com/,True,4.6,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Autotanques+Nieto+S.+A.+de+C.+V./data=!4m7!3m6!1s0x85d35a62a26aaaab:0x37c536628ff1526a!8m2!3d20.636734!4d-100.4279005!16s%2Fg%2F11j8lnlp_3!19sChIJq6pqomJa04URalLxj2I2xTc
4,Sitio web (formal) | Rating 4.8,Thermo Logist,Refrigerated transport service," Carretera a Los Cues Km. 1.750. Col. El colorado, 76246 Santiago de Querétaro, Qro.",446 139 4404,+524461394404,True,https://wa.me/524461394404,False,open,,,http://www.thermologistica.com.mx/,True,4.8,,empresa de transporte de carga,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Thermo+Logist/data=!4m7!3m6!1s0x85d3429b4988d549:0xd3244f341bfeb369!8m2!3d20.5616233!4d-100.266932!16s%2Fg%2F11dxkdgd5y!19sChIJSdWISZtC04URabP-GzRPJNM
4,Sitio web (formal) | Rating 5.0,Jurídico HVE - Abogados Bancarios en CDMX,Lawyer," Leibnitz 11, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX",55 7894 5943,+525578945943,True,https://wa.me/525578945943,False,open,,,https://www.hvelegal.com/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Jur%C3%ADdico+HVE+-+Abogados+Bancarios+en+CDMX/data=!4m7!3m6!1s0x85d1f9b928d180d7:0x2ae6f8300092f95f!8m2!3d19.426398!4d-99.177122!16s%2Fg%2F11lmj46182!19sChIJ14DRKLn50YURX_mSADD45io
4,Sitio web (formal) | Rating 5.0,Grupo Jurídico Empresarial Ciudad de México,Legal services," Av Chapultepec 480-interior 401, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 9769 6448,+525597696448,True,https://wa.me/525597696448,False,open,,,http://www.juridicoempresarial.com.mx/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Grupo+Jur%C3%ADdico+Empresarial+Ciudad+de+M%C3%A9xico/data=!4m7!3m6!1s0x85d1ff75a52d98bb:0xe54ff4c60f0c8cd6!8m2!3d19.421446!4d-99.171358!16s%2Fg%2F11qs8v52y9!19sChIJu5gtpXX_0YUR1owMD8b0T-U
4,Sitio web (formal) | Rating 5.0,Legal for Everyone - Despacho Abogados,Legal services," Torre II, C. Lago Zurich 219-Piso 12, Granada, Miguel Hidalgo, 11529 Ciudad de México, CDMX",55 8406 0999,+525584060999,True,https://wa.me/525584060999,False,open,,,https://l4e.mx/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Legal+for+Everyone+-+Despacho+Abogados/data=!4m7!3m6!1s0x85d203b9227f6ce1:0x56c5681381e3b96!8m2!3d19.4434105!4d-99.2042709!16s%2Fg%2F11yynf9tw8!19sChIJ4Wx_IrkD0oURljseOIFWbAU
4,Sitio web (formal) | Rating 4.9,Bufete de Abogados Estrategias Jurídicas,Lawyer," Real de Romita 7, La Romita, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 7597 6004,+525575976004,True,https://wa.me/525575976004,False,open,,,https://www.bufetedeabogadosej.com.mx/,True,4.9,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Bufete+de+Abogados+Estrategias+Jur%C3%ADdicas/data=!4m7!3m6!1s0x85d1ff288b095b9d:0x6e340bf054a2b0fd!8m2!3d19.4236231!4d-99.1542405!16s%2Fg%2F11flc0rh4x!19sChIJnVsJiyj_0YUR_bCiVPALNG4
4,Sitio web (formal) | Rating 4.8,Bufete Jurídico Gutiérrez & Servin,Lawyer," Totonacas 33, Tezozomoc, Azcapotzalco, 02459 Ciudad de México, CDMX",56 3126 2750,+525631262750,True,https://wa.me/525631262750,False,open,,,http://bufetegs.com/,True,4.8,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Bufete+Jur%C3%ADdico+Guti%C3%A9rrez+%26+Servin/data=!4m7!3m6!1s0x85d203bf6a5a74c7:0x646f408ccba6372c!8m2!3d19.4906927!4d-99.1977838!16s%2Fg%2F11rgd957b6!19sChIJx3Raar8D0oURLDemy4xAb2Q
4,Sitio web (formal) | Rating 4.5,Pérez-Llorca,Legal services," C. Montes Urales 632, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX",55 5202 7622,+525552027622,True,https://wa.me/525552027622,False,open,,,https://www.perezllorca.com/es-mx/,True,4.5,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/P%C3%A9rez-Llorca/data=!4m7!3m6!1s0x85d21ce7601f431d:0xb6466dd267431d1a!8m2!3d19.4262992!4d-99.2040909!16s%2Fg%2F1tf0qzf3!19sChIJHUMfYOcc0oURGh1DZ9JtRrY
4,Sitio web (formal) | Rating 4.9,JUÀREZ & ABOGADOS,Legal services," C. Heliópolis 77, Claveria, Azcapotzalco, 02800 Ciudad de México, CDMX",55 6382 5557,+525563825557,True,https://wa.me/525563825557,False,open,,,https://www.facebook.com/JUAREZABOGADOSLA/,True,4.9,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/JU%C3%80REZ+%26+ABOGADOS/data=!4m7!3m6!1s0x85d1f9bb6d210537:0x2eabb0193f085167!8m2!3d19.4690158!4d-99.1844758!16s%2Fg%2F11qsnbjzcd!19sChIJNwUhbbv50YURZ1EIPxmwqy4
4,Sitio web (formal) | Rating 4.6,"Galicia Abogados, S.C.",Legal services," Campos Elíseos 204-Piso 27, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX",55 5540 9200,+525555409200,True,https://wa.me/525555409200,False,open,,,http://www.galicia.com.mx/,True,4.6,,despacho juridico,Ciudad de Mexico,2026-06-15,"https://www.google.com/maps/place/Galicia+Abogados,+S.C./data=!4m7!3m6!1s0x85d201f63714c683:0x230609493150e69a!8m2!3d19.427554!4d-99.1927585!16s%2Fg%2F1pzq4rwmb!19sChIJg8YUN_YB0oURmuZQMUkJBiM"
4,Sitio web (formal) | Rating 4.8,Consultores & Estrategas Jurídicos,Lawyer," Ignacio L. Vallarta 1-piso 4 despacho 6, Tabacalera, Cuauhtémoc, 06030 Ciudad de México, CDMX",55 8342 8098,+525583428098,True,https://wa.me/525583428098,False,open,,,https://www.abogadoscej.com/asesorialegal,True,4.8,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Consultores+%26+Estrategas+Jur%C3%ADdicos/data=!4m7!3m6!1s0x85d1f8cefa6e4a49:0x55655549d7953d7!8m2!3d19.4354424!4d-99.1558287!16s%2Fg%2F11clgt_g47!19sChIJSUpu-s740YUR11N5nVRVVgU
4,Sitio web (formal) | Rating 4.7,"Free Counseling lawyers, Lic. Victor Carrillo Estrada",Lawyer," Ario 5, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX",55 1798 4108,+525517984108,True,https://wa.me/525517984108,False,open,,,http://www.solucionesjuridicas.com.mx/,True,4.7,,despacho juridico,Ciudad de Mexico,2026-06-15,"https://www.google.com/maps/place/Free+Counseling+lawyers,+Lic.+Victor+Carrillo+Estrada/data=!4m7!3m6!1s0x85d1ff15ce294183:0x554e231b56d3de4f!8m2!3d19.406757!4d-99.1629553!16s%2Fg%2F1td7nnx3!19sChIJg0EpzhX_0YURT97TVhsjTlU"
4,Sitio web (formal) | Rating 5.0,Rodríguez & Asociados Despacho Jurídico,Legal services," Río Niagara 47, Cuauhtémoc, 06500 Ciudad de México, CDMX",55 1594 4815,+525515944815,True,https://wa.me/525515944815,False,open,,,https://roasab.webnode.mx/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Rodr%C3%ADguez+%26+Asociados+Despacho+Jur%C3%ADdico/data=!4m7!3m6!1s0x85d1fff29a4ab86b:0xeea0dbc131af64a9!8m2!3d19.4286185!4d-99.1711514!16s%2Fg%2F11qbdtvglk!19sChIJa7hKmvL_0YURqWSvMcHboO4
4,Sitio web (formal) | Rating 5.0,ALTAMIRANO JIMENEZ Y MOTA,Law firm," Av. Homero 1425, Polanco, Polanco V Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX",55 5395 4444,+525553954444,True,https://wa.me/525553954444,False,open,,,http://ajm.com.mx/,True,5.0,,despacho juridico,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/ALTAMIRANO+JIMENEZ+Y+MOTA/data=!4m7!3m6!1s0x85d2021b84bfffff:0xceb298562841a651!8m2!3d19.4363642!4d-99.2041835!16s%2Fg%2F11gmcj46hd!19sChIJ__-_hBsC0oURUaZBKFaYss4
4,Sitio web (formal) | Rating 4.9,Mexus Migracion,Law firm," Calle Amado Nervo 785 Entre Calle Jose Ma. Vigil e Isabel Prieto Colonia, Ladron De Guevara, 44600 Zapopan, Jal.",33 2306 9494,+523323069494,True,https://wa.me/523323069494,False,open,,,http://www.mexusmigracion.com/,True,4.9,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Mexus+Migracion/data=!4m7!3m6!1s0x8428aea1dc68c551:0x36b43d783c8c405f!8m2!3d20.690994!4d-103.374914!16s%2Fg%2F11gbkyvs_z!19sChIJUcVo3KGuKIQRX0CMPHg9tDY
4,Sitio web (formal) | Rating 4.9,Soporte jurídico en derecho Laboral,Legal services," Av Juárez 570-106-despacho 106, Zona Centro, 44100 Guadalajara, Jal.",33 1025 5492,+523310255492,True,https://wa.me/523310255492,False,open,,,https://sites.google.com/view/soportejuridicoderecholaboral,True,4.9,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Soporte+jur%C3%ADdico+en+derecho+Laboral/data=!4m7!3m6!1s0x8428b195dab0e8fd:0x5f64f3873c176292!8m2!3d20.6751376!4d-103.3517007!16s%2Fg%2F11gtbm3y9q!19sChIJ_eiw2pWxKIQRkmIXPIfzZF8
4,Sitio web (formal) | Rating 4.8,DESPACHO JV-LEX,Barrister," C. Mil Cumbres 155-A, Independencia, 44290 Guadalajara, Jal.",33 3723 5868,+523337235868,True,https://wa.me/523337235868,False,open,,,http://www.despachojvlex.com/,True,4.8,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/DESPACHO+JV-LEX/data=!4m7!3m6!1s0x8428b103356581e1:0x74ec8929f4850e9a!8m2!3d20.6936222!4d-103.3355085!16s%2Fg%2F11r47mhhg9!19sChIJ4YFlNQOxKIQRmg6F9CmJ7HQ
4,Sitio web (formal) | Rating 5.0,AJA ASESORES JURIDICOS & ASOCIADOS DESPACHO,Employment attorney," Av. Normalistas 248-interior 1, Colinas de La Normal, 44270 Guadalajara, Jal.",33 3789 5895,+523337895895,True,https://wa.me/523337895895,False,open,,,https://www.facebook.com/profile.php?id=100092476071324,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/AJA+ASESORES+JURIDICOS+%26+ASOCIADOS+DESPACHO/data=!4m7!3m6!1s0xad1bbc868a4805d3:0x93abe95bad4837ec!8m2!3d20.6959986!4d-103.3379898!16s%2Fg%2F11xnw1qf7m!19sChIJ0wVIioa8G60R7DdIrVvpq5M
4,Sitio web (formal) | Rating 4.8,LEGAL KEY Despacho Migratorio,Lawyer," Calle Napoles 2688, Providencia, 44648 Guadalajara, Jal.",33 9688 9848,+523396889848,True,https://wa.me/523396889848,False,open,,,https://legalkey.com.mx/,True,4.8,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/LEGAL+KEY+Despacho+Migratorio/data=!4m7!3m6!1s0x8428ae40a99eaaab:0x81c3b9a274caad87!8m2!3d20.6917322!4d-103.381951!16s%2Fg%2F11g22_2g0s!19sChIJq6qeqUCuKIQRh63KdKK5w4E
4,Sitio web (formal) | Rating 4.5,SAIS & ASOCIADOS,Legal services," Calle Napoles 2688, Providencia, 44648 Guadalajara, Jal.",33 2306 0260,+523323060260,True,https://wa.me/523323060260,False,open,,,https://saisyasociados.com/,True,4.5,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/SAIS+%26+ASOCIADOS/data=!4m7!3m6!1s0x8428ae3f32fb19cb:0x11ba60006e43149d!8m2!3d20.6917182!4d-103.3819474!16s%2Fg%2F1pwfcs18k!19sChIJyxn7Mj-uKIQRnRRDbgBguhE
4,Sitio web (formal) | Rating 4.8,Diaz|Briseño. Abogados,Employment attorney," C. Francia No. 1391, Moderna, 44190 Guadalajara, Jal.",33 1356 5710,+523313565710,True,https://wa.me/523313565710,False,open,,,https://www.facebook.com/DiazBriseno.Abogados/,True,4.8,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Diaz%7CBrise%C3%B1o.+Abogados/data=!4m7!3m6!1s0x8428b200793d78b9:0xd147cfb4bfcba2e0!8m2!3d20.6623687!4d-103.3584922!16s%2Fg%2F11f4bn6v18!19sChIJuXg9eQCyKIQR4KLLv7TPR9E
4,Sitio web (formal) | Rating 5.0,Despacho Legal Guareño Martínez y Asociados,Patent attorney," C. Amado Aguirre 487-Planta alta, Jardines Alcalde, 44298 Guadalajara, Jal.",33 3817 0348,+523338170348,True,https://wa.me/523338170348,False,open,,,http://www.guarenomartinezyasociados.com/,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Despacho+Legal+Guare%C3%B1o+Mart%C3%ADnez+y+Asociados/data=!4m7!3m6!1s0x8428b133517d2b49:0xe2413a7e096ebffe!8m2!3d20.7039397!4d-103.337172!16s%2Fg%2F11fkgtz4mw!19sChIJSSt9UTOxKIQR_r9uCX46QeI
4,Sitio web (formal) | Rating 5.0,Despacho Jurídico Asociados GDL,Legal services," Av. de los Arcos 80, Vallarta, 44130 Guadalajara, Jal.",33 1755 8869,+523317558869,True,https://wa.me/523317558869,False,open,,,https://despacho-juridico-asiciados-gdl-1.ueniweb.com/?utm_campaign=gmb,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Asociados+GDL/data=!4m7!3m6!1s0x8428af536d208381:0x84c6f3a1802b81b7!8m2!3d20.6740596!4d-103.3849164!16s%2Fg%2F11j5zrsl9y!19sChIJgYMgbVOvKIQRt4ErgKHzxoQ
4,Sitio web (formal) | Rating 5.0,DESPACHO DE ABOGADOS,Lawyer," Av. México 3370-7C/10C, Monraz, 44670 Guadalajara, Jal.",33 3119 3885,+523331193885,True,https://wa.me/523331193885,False,open,,,http://www.abogadosenguadalajara.com/,True,5.0,,despacho juridico,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/DESPACHO+DE+ABOGADOS/data=!4m7!3m6!1s0x8428ae61811eb673:0x11dd9c2727add80f!8m2!3d20.6791179!4d-103.402309!16s%2Fg%2F11d_7tnr9r!19sChIJc7YegWGuKIQRD9itJyec3RE
3,Sitio web (formal) | Rating 4.0,"B&V Administración de Condominios, S.C.",Property management company," Prol. 5 de Mayo 3021, Mina los Coyotes, Álvaro Obregón, 01618 Ciudad de México, CDMX",55 2115 9652,+525521159652,True,https://wa.me/525521159652,False,open,,,http://www.byvadministracion.com/,True,4.0,,administracion de condominios,Ciudad de Mexico,2026-06-15,"https://www.google.com/maps/place/B%26V+Administraci%C3%B3n+de+Condominios,+S.C./data=!4m7!3m6!1s0x85d201f71871f85b:0xe8a05181c5e5a921!8m2!3d19.3597928!4d-99.2233063!16s%2Fg%2F11gzqc54f5!19sChIJW_hxGPcB0oURIanlxYFRoOg"
3,Sitio web (formal) | Rating 4.1,RCM Administradora de Condominios,Property management company," Av. Vallarta 3290 Entre Homero y Herodoto, Diag. San Jorge Col, Vallarta, 44690 Guadalajara, Jal.",33 3401 2561,+523334012561,True,https://wa.me/523334012561,False,open,,,http://www.rcmadministradora.com/,True,4.1,,administracion de condominios,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/RCM+Administradora+de+Condominios/data=!4m7!3m6!1s0x8428af0951fc78f3:0xc3d4a3ad075b9221!8m2!3d20.674751!4d-103.3981017!16s%2Fg%2F11h5rglss9!19sChIJ83j8UQmvKIQRIZJbB62j1MM
3,Sitio web (formal) | Rating 4.3,Casa Administraciones,Property management company," C. Justo Sierra 2550, Ladron De Guevara, 44600 Guadalajara, Jal.",33 3040 8700,+523330408700,True,https://wa.me/523330408700,False,open,,,http://www.casaadministraciones.com/,True,4.3,,administracion de condominios,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Casa+Administraciones/data=!4m7!3m6!1s0x8428ae1329250b7f:0x976a534489546eef!8m2!3d20.678008!4d-103.3811514!16s%2Fg%2F1tf60lx7!19sChIJfwslKROuKIQR725UiURTapc
3,Sitio web (formal) | Rating 4.0,Condominta Consultoría S.C.,Property management company," C. Toreros 1022, Arcos de Guadalupe, 45037 Zapopan, Jal.",33 2166 5213,+523321665213,True,https://wa.me/523321665213,False,open,,,https://administracioncondominta.com/,True,4.0,,administracion de condominios,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Condominta+Consultor%C3%ADa+S.C./data=!4m7!3m6!1s0x8428afa42b577213:0x566c68820be5cb58!8m2!3d20.6654493!4d-103.429267!16s%2Fg%2F11xd9_mq7n!19sChIJE3JXK6SvKIQRWMvlC4JobFY
3,Sitio web (formal) | Rating 4.0,Administracion Alamo Residencial A.C.,Apartment building," Biela 3500, Alamo Industrial, 45593 San Pedro Tlaquepaque, Jal.",,,False,,False,open,,,https://sites.google.com/view/welcomealamoresidencial/home,True,4.0,,administracion de condominios,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Administracion+Alamo+Residencial+A.C./data=!4m7!3m6!1s0x8428b2580ba21f13:0xf6f96a8279af28d1!8m2!3d20.6176547!4d-103.3258213!16s%2Fg%2F11b76j557s!19sChIJEx-iC1iyKIQR0SiveYJq-fY
3,Sitio web (formal) | Rating 4.0,Administradora San Pablo,Business administration service," C. P.º de los Filósofos 1175, Colinas de La Normal, 44270 Guadalajara, Jal.",33 2696 7340,+523326967340,True,https://wa.me/523326967340,False,open,,,http://admsanpablo.com/,True,4.0,,administracion de condominios,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Administradora+San+Pablo/data=!4m7!3m6!1s0x8428b1c388a55555:0x9b011c295a3f1e9b!8m2!3d20.6948954!4d-103.3435283!16s%2Fg%2F11js880v8f!19sChIJVVWliMOxKIQRmx4_WikcAZs
3,Sitio web (formal) | Rating 4.4,M Wold Administradores,Property administration service," Carlos J. Nader Supermanzana 5, 77500 Cancún, Q.R.",998 304 3778,+529983043778,True,https://wa.me/529983043778,False,open,,,https://www.mwold.net/contacto,True,4.4,,administracion de condominios,Cancun Mexico,2026-06-15,https://www.google.com/maps/place/M+Wold+Administradores/data=!4m7!3m6!1s0x8f4c2b9da28e4af1:0xd53a3c016a84b637!8m2!3d21.158791!4d-86.8242434!16s%2Fg%2F11t83pdbvt!19sChIJ8UqOop0rTI8RN7aEagE8OtU
3,Sitio web (formal) | Rating 4.4,Real Management S.A de C.V.,Business management consultant," Av Bonampaq Lote 61, Depto A B C, Manzana 2 A, S, 77500 Cancún, Q.R.",998 898 0944,+529988980944,True,https://wa.me/529988980944,False,open,,,http://www.realmanagement.com.mx/,True,4.4,,administracion de condominios,Cancun Mexico,2026-06-15,https://www.google.com/maps/place/Real+Management+S.A+de+C.V./data=!4m7!3m6!1s0x8f4c2ea9b86911f5:0xf137bdd4b59fe6c!8m2!3d21.1672846!4d-86.8208034!16s%2Fg%2F1tctgnt0!19sChIJ9RFpuKkuTI8RbP5ZS917Ew8
3,Sitio web (formal) | Rating 4.0,GCO Gestión Condominal,Business administration service," Av. Sayil esquina Av. Savignac Azuna Corporate Center Piso 11 Malecon Tajamar, 77503 Cancún, Q.R.",998 500 7094,+529985007094,True,https://wa.me/529985007094,False,open,,,http://www.gestioncondominal.mx/,True,4.0,,administracion de condominios,Cancun Mexico,2026-06-15,https://www.google.com/maps/place/GCO+Gesti%C3%B3n+Condominal/data=!4m7!3m6!1s0x8f4c295c311cc4ed:0x9dfa617ccb7e2e85!8m2!3d21.1484981!4d-86.819183!16s%2Fg%2F11lkd_l8cj!19sChIJ7cQcMVwpTI8RhS5-y3xh-p0
3,Sitio web (formal) | Rating 4.1,"Monte Caxado, MAIN Administración",Condominium complex," 77518 Cancún, Quintana Roo",998 186 0457,+529981860457,True,https://wa.me/529981860457,False,open,,,http://maincancun.webnode.es/,True,4.1,,administracion de condominios,Cancun Mexico,2026-06-15,"https://www.google.com/maps/place/Monte+Caxado,+MAIN+Administraci%C3%B3n/data=!4m7!3m6!1s0x8f4c2cbecbf9d3eb:0x4f1343566b1f8d5d!8m2!3d21.1803296!4d-86.886983!16s%2Fg%2F11f15cyxht!19sChIJ69P5y74sTI8RXY0fa1ZDE08"
3,Sitio web (formal) | Rating 4.4,Liverte Rentals,," Condominium Liverte, Av. Nichupté Supermanzana 511 Manzana 01, Jacinto Pat, 77535 Cancún, Q.R.",55 5498 6310,+525554986310,True,https://wa.me/525554986310,False,open,,,https://www.cancunkey.com/rentals/liverte,True,4.4,,administracion de condominios,Cancun Mexico,2026-06-15,https://www.google.com/maps/place/Liverte+Rentals/data=!4m10!3m9!1s0x8f4c2b59aa925207:0x850511f40a0e0e2!5m2!4m1!1i2!8m2!3d21.1388336!4d-86.8598785!16s%2Fg%2F11spxqn431!19sChIJB1KSqlkrTI8R4uCgQB9RUAg
3,Sitio web (formal) | Rating 4.4,Residencial Isola Cancún,Apartment complex," Av. Bonampak 31, Puerto Cancún 2A, Zona Hotelera, 77500 Cancún, Q.R.",33 2801 2974,+523328012974,True,https://wa.me/523328012974,False,open,,,http://www.isolacancun.com/,True,4.4,,administracion de condominios,Cancun Mexico,2026-06-15,https://www.google.com/maps/place/Residencial+Isola+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c2ea850c7f1ad:0x7dfdf30bfa277168!8m2!3d21.168876!4d-86.8198198!16s%2Fg%2F11b826cvln!19sChIJrfHHUKguTI8RaHEn-gvz_X0
3,Sitio web (formal) | Rating 4.1,Cerio Property Management,Real estate agency," C Fuego Supermanzana 4 Manzana 10 Lote 24, 77500 Cancún, Q.R.",998 848 0605,+529988480605,True,https://wa.me/529988480605,False,open,,,http://cerioproperymanagement.com/,True,4.1,,administracion de condominios,Cancun Mexico,2026-06-15,https://www.google.com/maps/place/Cerio+Property+Management/data=!4m7!3m6!1s0x8f4c2b9ba50fe5a5:0x20b08131bb712aed!8m2!3d21.1503966!4d-86.8229252!16s%2Fg%2F11g0zzcxcn!19sChIJpeUPpZsrTI8R7SpxuzGBsCA
